stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
DRLA2,"Drouillard",,47.179265,-1.677830,,,0,DRLA,2
DROI1,"Droitière",,47.308205,-1.373100,,,0,DROI,2
DROI2,"Droitière",,47.307936,-1.373332,,,0,DROI,2
DSAI1,"Desaix",,47.227549,-1.542131,,,0,DSAI,1
DSAI2,"Desaix",,47.226286,-1.543346,,,0,DSAI,1
DSNE1,"Desnerie",,47.277910,-1.540409,,,0,DSNE,2
DSNE2,"Desnerie",,47.277937,-1.540644,,,0,DSNE,2
DUKA1,"Dukas",,47.235257,-1.602538,,,0,DUKA,2
DUKA2,"Dukas",,47.234901,-1.602204,,,0,DUKA,2
DUNA1,"Dunant",,47.243908,-1.521549,,,0,DUNA,2
DUNA2,"Dunant",,47.243864,-1.521097,,,0,DUNA,2
DUTR1,"Duguay Trouin",,47.224351,-1.616648,,,0,DUTR,1
DUTR2,"Duguay Trouin",,47.224239,-1.616446,,,0,DUTR,1
EBCA1,"Embarcadère",,47.194084,-1.646534,,,0,EBCA,1
EBCA2,"Embarcadère",,47.193445,-1.646758,,,0,EBCA,2
ECBU1,"Écobuts",,47.193932,-1.507796,,,0,ECBU,2
ECBU2,"Écobuts",,47.193952,-1.507590,,,0,ECBU,2
ECHO1,"Échoppes",,47.143992,-1.685543,,,0,ECHO,1
ECHO2,"Échoppes",,47.143917,-1.685390,,,0,ECHO,1
ECHO3,"Échoppes",,47.143057,-1.686509,,,0,ECHO,1
ECHO4,"Échoppes",,47.142981,-1.686424,,,0,ECHO,1
ECOS1,"Écosse",,47.215160,-1.526363,,,0,ECOS,1
ECOS2,"Écosse",,47.215169,-1.526142,,,0,ECOS,1
ECSU1,"École Centrale - Audencia",,47.248788,-1.551041,,,0,ECSU,1
ECSU2,"École Centrale - Audencia",,47.248488,-1.551477,,,0,ECSU,1
ECSU3,"École Centrale - Audencia",,47.248540,-1.551554,,,0,ECSU,2
ECSU4,"École Centrale - Audencia",,47.248925,-1.551066,,,0,ECSU,2
ECSU5,"École Centrale - Audencia",,47.248117,-1.551535,,,0,ECSU,1
ECSU6,"École Centrale - Audencia",,47.247958,-1.551939,,,0,ECSU,1
ECTE1,"Enchanterie",,47.229957,-1.524380,,,0,ECTE,1
ECTE2,"Enchanterie",,47.230051,-1.524095,,,0,ECTE,1
EDIP1,"Edith Piaf",,47.228059,-1.623685,,,0,EDIP,1
EDIP2,"Edith Piaf",,47.228332,-1.624060,,,0,EDIP,1
EDNA1,"Édit de Nantes",,47.214406,-1.568694,,,0,EDNA,1
EDNA2,"Édit de Nantes",,47.214491,-1.568473,,,0,EDNA,1
EDRE1,"Erdreau",,47.291099,-1.501258,,,0,EDRE,2
EDRE2,"Erdreau",,47.291043,-1.501553,,,0,EDRE,2
EGAN1,"Eglantine",,47.235180,-1.588101,,,0,EGAN,1
EGAN2,"Eglantine",,47.235145,-1.588341,,,0,EGAN,1
EGLI1,"Égalité",,47.209213,-1.588297,,,0,EGLI,1
EGLI2,"Égalité",,47.209471,-1.588817,,,0,EGLI,1
EGLI3,"Égalité",,47.209341,-1.587104,,,0,EGLI,1
EGLI4,"Égalité",,47.208413,-1.587221,,,0,EGLI,1
EGLI6,"Égalité",,47.209221,-1.587996,,,0,EGLI,1
EINS1,"Einstein",,47.264104,-1.571050,,,0,EINS,1
EINS2,"Einstein",,47.263953,-1.570854,,,0,EINS,1
ELIS1,"Eglise",,47.168495,-1.720105,,,0,ELIS,1
ELIS2,"Eglise",,47.168526,-1.720221,,,0,ELIS,1
EMBE1,"Embellie",,47.264708,-1.518646,,,0,EMBE,1
EMBE2,"Embellie",,47.265521,-1.518555,,,0,EMBE,1
ENCO1,"Ennerie Corbon",,47.141941,-1.705204,,,0,ENCO,1
ENCO2,"Ennerie Corbon",,47.141896,-1.704973,,,0,ENCO,1
EPEL1,"Écoles",,47.197790,-1.759322,,,0,EPEL,1
EPEL2,"Écoles",,47.197510,-1.759171,,,0,EPEL,1
EPIN1,"Épinais",,47.136307,-1.610539,,,0,EPIN,2
EPIN2,"Épinais",,47.136199,-1.610504,,,0,EPIN,2
EPYY1,"Epinay",,47.292342,-1.486907,,,0,EPYY,2
EPYY2,"Epinay",,47.292188,-1.486861,,,0,EPYY,2
EQPE1,"Équipement",,47.223805,-1.575378,,,0,EQPE,1
EQPE2,"Équipement",,47.223866,-1.575780,,,0,EQPE,1
ERAC1,"Erdre Active",,47.283246,-1.544071,,,0,ERAC,1
ERAC2,"Erdre Active",,47.283154,-1.544067,,,0,ERAC,1
ERDI1,"Éraudière",,47.241756,-1.534768,,,0,ERDI,1
ERDI2,"Éraudière",,47.241668,-1.535011,,,0,ERDI,1
ERDI3,"Éraudière",,47.242678,-1.535243,,,0,ERDI,2
ERDI4,"Éraudière",,47.243042,-1.534880,,,0,ERDI,2
ESAV1,"ESAT Vertonne",,47.184262,-1.482585,,,0,ESAV,1
ESAV2,"ESAT Vertonne",,47.184160,-1.482002,,,0,ESAV,1
ESCA1,"Escall",,47.199374,-1.502850,,,0,ESCA,1
ESCA2,"Escall",,47.199455,-1.503320,,,0,ESCA,1
ESOR1,"Écoles",,47.145421,-1.527565,,,0,ESOR,1
ESOR2,"Écoles",,47.146655,-1.529000,,,0,ESOR,1
ESUE1,"Eugène Sue",,47.233323,-1.596036,,,0,ESUE,2
ESUE2,"Eugène Sue",,47.233206,-1.595976,,,0,ESUE,2
EUCA1,"Europe",,47.260155,-1.504164,,,0,EUCA,2
EUCA2,"Europe",,47.261126,-1.502788,,,0,EUCA,2
EUVE1,"Europe",,47.173030,-1.476284,,,0,EUVE,1
EUVE2,"Europe",,47.173084,-1.476535,,,0,EUVE,1
EVET1,"École Vétérinaire",,47.290040,-1.522675,,,0,EVET,1
EVET2,"École Vétérinaire",,47.290886,-1.523449,,,0,EVET,1
EVRD1,"Evardière",,47.298836,-1.566156,,,0,EVRD,2
EVRD2,"Evardière",,47.298199,-1.563971,,,0,EVRD,2
FACU1,"Facultés",,47.245849,-1.555020,,,0,FACU,1
FACU2,"Facultés",,47.245656,-1.555407,,,0,FACU,1
FACU3,"Facultés",,47.246737,-1.555566,,,0,FACU,1
FACU4,"Facultés",,47.246844,-1.555297,,,0,FACU,1
FAD71,"Fardière",,47.209215,-1.597088,,,0,FADI,2
FADI2,"Fardière",,47.198149,-1.605211,,,0,FADI,1
FADI3,"Fardière",,47.197942,-1.606672,,,0,FADI,1
FALI1,"Fallières",,47.225009,-1.579384,,,0,FALI,1
FALI2,"Fallières",,47.224948,-1.579470,,,0,FALI,1
FANE1,"Faneurs",,47.213708,-1.702753,,,0,FANE,1
FANE2,"Faneurs",,47.213740,-1.701966,,,0,FANE,1
FATA1,"Fantaisie",,47.252871,-1.569405,,,0,FATA,1
FATA2,"Fantaisie",,47.252626,-1.568156,,,0,FATA,1
FAUV1,"Fauvelière",,47.283009,-1.505312,,,0,FAUV,1
FAUV2,"Fauvelière",,47.282839,-1.504779,,,0,FAUV,1
FBAU1,"François Baudry",,47.262501,-1.673038,,,0,FBAU,1
FBAU2,"François Baudry",,47.262218,-1.671925,,,0,FBAU,1
FBLA2,"Fresche Blanc",,47.253151,-1.558207,,,0,FBLA,1
FBLA3,"Fresche Blanc",,47.252826,-1.556833,,,0,FBLA,2
FDDR2,"Fac de Droit",,47.243785,-1.552125,,,0,FDDR,1
FDDR3,"Fac de Droit",,47.243753,-1.551960,,,0,FDDR,1
FDLE1,"Fac de Lettres",,47.245687,-1.551780,,,0,FDLE,1
FDLE2,"Fac de Lettres",,47.245345,-1.551895,,,0,FDLE,1
FERI1,"Ferrière",,47.243414,-1.591507,,,0,FERI,1
FERI2,"Ferrière",,47.243091,-1.591646,,,0,FERI,1
FERI3,"Ferrière",,47.244342,-1.591024,,,0,FERI,1
FERI4,"Ferrière",,47.244481,-1.590729,,,0,FERI,1
FFAU1,"Félix Faure",,47.227319,-1.569762,,,0,FFAU,1
FFAU2,"Félix Faure",,47.227006,-1.569419,,,0,FFAU,1
FFAU3,"Félix Faure",,47.227136,-1.570130,,,0,FFAU,1
FFAU4,"Félix Faure",,47.227743,-1.570057,,,0,FFAU,1
FGRI1,"Fief Guérin",,47.143933,-1.660785,,,0,FGRI,2
FGRI2,"Fief Guérin",,47.143819,-1.660473,,,0,FGRI,2
FLAN1,"Flandres",,47.285835,-1.546695,,,0,FLAN,1
FLAN2,"Flandres",,47.285626,-1.547880,,,0,FLAN,1
FLEU1,"Fleuriaye",,47.298470,-1.499356,,,0,FLEU,1
FLEU2,"Fleuriaye",,47.298364,-1.499612,,,0,FLEU,2
FLEU3,"Fleuriaye",,47.299267,-1.500202,,,0,FLEU,1
FLEU4,"Fleuriaye",,47.298913,-1.500083,,,0,FLEU,1
FLRI1,"Floride",,47.213526,-1.603622,,,0,FLRI,1
FLRI2,"Floride",,47.213435,-1.603776,,,0,FLRI,1
FLTR1,"Flora Tristan",,47.176302,-1.543919,,,0,FLTR,1
FLTR2,"Flora Tristan",,47.175819,-1.543715,,,0,FLTR,1
FLUR1,"Fleurs",,47.215838,-1.717686,,,0,FLUR,1
FLUR2,"Fleurs",,47.215861,-1.717998,,,0,FLUR,1
FMI70,"François Mitterrand",,47.221287,-1.638896,,,0,FMIT,2
FMI71,"François Mitterrand",,47.221254,-1.638519,,,0,FMIT,2
FMI77,"François Mitterrand",,47.222432,-1.636634,,,0,FMIT,1
FMIT1,"François Mitterrand",,47.222035,-1.637905,,,0,FMIT,1
FMIT2,"François Mitterrand",,47.222102,-1.638571,,,0,FMIT,1
FMIT4,"François Mitterrand",,47.222050,-1.638502,,,0,FMIT,1
FMIT5,"François Mitterrand",,47.222011,-1.638077,,,0,FMIT,1
FMIT7,"François Mitterrand",,47.222198,-1.638828,,,0,FMIT,1
FNLL1,"Fresnel",,47.242812,-1.523323,,,0,FNLL,2
FNLL2,"Fresnel",,47.243019,-1.523391,,,0,FNLL,2
FNSO1,"Fenaison",,47.269666,-1.592490,,,0,FNSO,1
FOCH1,"Foch - Cathédrale",,47.219307,-1.550300,,,0,FOCH,1
FOCH3,"Foch - Cathédrale",,47.219254,-1.550459,,,0,FOCH,1
FOCH4,"Foch - Cathédrale",,47.218778,-1.550488,,,0,FOCH,1
FOCH5,"Foch - Cathédrale",,47.219710,-1.550534,,,0,FOCH,1
FOND1,"Fonderies",,47.206416,-1.543914,,,0,FOND,1
FOND2,"Fonderies",,47.206373,-1.543649,,,0,FOND,1
FORU2,"Forum d'Orvault",,47.254442,-1.615224,,,0,FORU,2
FORU3,"Forum d'Orvault",,47.254018,-1.615090,,,0,FORU,2
FOTA1,"Fontaine",,47.205389,-1.489352,,,0,FOTA,1
FOTA2,"Fontaine",,47.205540,-1.489109,,,0,FOTA,1
FOUL1,"Foulquier",,47.309684,-1.546077,,,0,FOUL,1
FOUL2,"Foulquier",,47.309821,-1.546301,,,0,FOUL,1
FRAC1,"Frachon",,47.218982,-1.620207,,,0,FRAC,1
FRAC2,"Frachon",,47.219160,-1.620745,,,0,FRAC,1
FRBA1,"Frébaudière",,47.272282,-1.626547,,,0,FRBA,1
FRBA2,"Frébaudière",,47.272433,-1.627660,,,0,FRBA,1
FRCH1,"Fraîches",,47.174510,-1.489425,,,0,FRCH,1
FRCH2,"Fraîches",,47.174876,-1.490529,,,0,FRCH,1
FRET1,"Forêt",,47.244322,-1.575383,,,0,FRET,1
FRET2,"Forêt",,47.244270,-1.575527,,,0,FRET,1
FRGA1,"Frégate",,47.235258,-1.475685,,,0,FRGA,2
FRGA2,"Frégate",,47.235226,-1.476041,,,0,FRGA,2
FRII1,"François II",,47.218428,-1.683190,,,0,FRII,1
FRII2,"François II",,47.218285,-1.682413,,,0,FRII,1
FRKL1,"Franklin",,47.225778,-1.619665,,,0,FRKL,1
FRKL2,"Franklin",,47.225951,-1.619727,,,0,FRKL,1
FRMO1,"Frémoire",,47.152383,-1.474978,,,0,FRMO,2
FRMO2,"Frémoire",,47.153324,-1.476330,,,0,FRMO,2
FRNE1,"Frênes",,47.253238,-1.487655,,,0,FRNE,1
FRNE2,"Frênes",,47.253289,-1.487571,,,0,FRNE,1
FRON3,"Frêne Rond",,47.190386,-1.496414,,,0,FRON,1
FRON4,"Frêne Rond",,47.190217,-1.496415,,,0,FRON,1
FRRR1,"Frères Rousseau",,47.126190,-1.628581,,,0,FRRR,2
FRRR2,"Frères Rousseau",,47.126115,-1.628489,,,0,FRRR,1
FTAB1,"Félix Tableau",,47.187530,-1.546971,,,0,FTAB,1
FTAB2,"Félix Tableau",,47.187386,-1.546807,,,0,FTAB,1
FTAB3,"Félix Tableau",,47.187978,-1.547381,,,0,FTAB,1
FTAB4,"Félix Tableau",,47.188200,-1.546791,,,0,FTAB,1
FTDO1,"Fructidor",,47.240090,-1.559523,,,0,FTDO,2
FTDO2,"Fructidor",,47.239424,-1.561168,,,0,FTDO,2
GADO1,"Gandonnière",,47.307038,-1.540574,,,0,GADO,2
GADO2,"Gandonnière",,47.307160,-1.540486,,,0,GADO,2
GAGN1,"Gagnerie",,47.232238,-1.507125,,,0,GAGN,1
GAGN2,"Gagnerie",,47.232226,-1.507357,,,0,GAGN,1
GAIL1,"Garillère",,47.192496,-1.520681,,,0,GAIL,1
GAIL2,"Garillère",,47.192417,-1.521265,,,0,GAIL,1
GALH1,"Galheur",,47.166578,-1.580868,,,0,GALH,2
GALH2,"Galheur",,47.166763,-1.579916,,,0,GALH,1
GAMB1,"Gambetta",,47.223580,-1.538561,,,0,GAMB,1
GAMB2,"Gambetta",,47.223580,-1.538367,,,0,GAMB,1
GATI1,"Gâtine",,47.213404,-1.660599,,,0,GATI,1
GATI2,"Gâtine",,47.213217,-1.660118,,,0,GATI,1
GAUT1,"Gautellerie",,47.177396,-1.602020,,,0,GAUT,1
GAUT2,"Gautellerie",,47.177472,-1.602169,,,0,GAUT,1
GBLO1,"Grand Blottereau",,47.229744,-1.511060,,,0,GBLO,1
GBLO2,"Grand Blottereau",,47.229721,-1.511276,,,0,GBLO,1
GBNI1,"Guiblinière",,47.292291,-1.520334,,,0,GBNI,2
GBNI2,"Guiblinière",,47.292426,-1.520377,,,0,GBNI,2
GBTA1,"Grande-Bretagne",,47.262198,-1.502308,,,0,GBTA,2
GBTA2,"Grande-Bretagne",,47.262296,-1.502141,,,0,GBTA,2
GCAR1,"Grand Carcouët",,47.231483,-1.592705,,,0,GCAR,1
GCAR2,"Grand Carcouët",,47.231567,-1.592883,,,0,GCAR,1
GCAR3,"Grand Carcouët",,47.231118,-1.591770,,,0,GCAR,1
GCAR4,"Grand Carcouët",,47.231296,-1.592116,,,0,GCAR,1
GCEN1,"Grande Censive",,47.252494,-1.548298,,,0,GCEN,1
GCEN2,"Grande Censive",,47.252112,-1.549919,,,0,GCEN,1
GCEN3,"Grande Censive",,47.251362,-1.549662,,,0,GCEN,2
GCH98,"Gachet",,47.293320,-1.523916,,,0,GCHE,2
GCHE1,"Gachet",,47.293321,-1.523917,,,0,GCHE,2
GCHE2,"Gachet",,47.292600,-1.524033,,,0,GCHE,2
GCHE9,"Gachet",,47.294126,-1.528955,,,0,GCHE,1
GCSO1,"Glacisol",,47.251654,-1.504597,,,0,GCSO,1
GCSO2,"Glacisol",,47.251586,-1.504404,,,0,GCSO,1
GDCH2,"Gare de Chantenay",,47.197757,-1.593675,,,0,GDCH,1
GDCH3,"Gare de Chantenay",,47.197915,-1.593612,,,0,GDCH,1
GDCH4,"Gare de Chantenay",,47.197774,-1.593400,,,0,GDCH,1
GDCH5,"Gare de Chantenay",,47.197807,-1.594984,,,0,GDCH,1
GDEN2,"Goldens",,47.162031,-1.499631,,,0,GDEN,2
GDFI1,"Grand Fief",,47.125713,-1.625723,,,0,GDFI,2
GDFI2,"Grand Fief",,47.125598,-1.625542,,,0,GDFI,2
GDNN1,"Gendronnerie",,47.127297,-1.639145,,,0,GDNN,2
GDNN2,"Gendronnerie",,47.127048,-1.639872,,,0,GDNN,2
GDOU1,"Grande Ouche",,47.181360,-1.579179,,,0,GDOU,1
GDOU2,"Grande Ouche",,47.181336,-1.579687,,,0,GDOU,1
GDPI1,"Grande Pièce",,47.199104,-1.509656,,,0,GDPI,1
GDPI2,"Grande Pièce",,47.199071,-1.510395,,,0,GDPI,1
GDRE1,"Guindré",,47.239536,-1.537409,,,0,GDRE,1
GDRE2,"Guindré",,47.239203,-1.538030,,,0,GDRE,1
GELL2,"Grande Noëlle",,47.162345,-1.502197,,,0,GELL,2
GERA1,"Géraudière",,47.261757,-1.567111,,,0,GERA,2
GERA2,"Géraudière",,47.261710,-1.567221,,,0,GERA,2
GERA3,"Géraudière",,47.262686,-1.566603,,,0,GERA,2
GERA4,"Géraudière",,47.262928,-1.567707,,,0,GERA,2
GERA5,"Géraudière",,47.262146,-1.566408,,,0,GERA,2
GESV1,"Gesvrine",,47.270094,-1.551957,,,0,GESV,1
GESV2,"Gesvrine",,47.269803,-1.552190,,,0,GESV,1
GEVR1,"Gesvres",,47.263863,-1.548604,,,0,GEVR,1
GEVR2,"Gesvres",,47.263654,-1.548729,,,0,GEVR,1
GGAU1,"Gergaudière",,47.289597,-1.585875,,,0,GGAU,2
GGAU2,"Gergaudière",,47.289840,-1.585763,,,0,GGAU,2
GGNO1,"Grignon",,47.216348,-1.466294,,,0,GGNO,1
GGNO2,"Grignon",,47.216463,-1.466541,,,0,GGNO,1
GGUI1,"Gauguin",,47.166666,-1.554697,,,0,GGUI,1
GGUI2,"Gauguin",,47.166969,-1.555672,,,0,GGUI,1
GIAR1,"Gilarderie",,47.186065,-1.682945,,,0,GIAR,1
GIAR2,"Gilarderie",,47.185889,-1.682487,,,0,GIAR,1
GIBR1,"Gibraye",,47.205131,-1.515075,,,0,GIBR,1
GIBR2,"Gibraye",,47.204974,-1.517551,,,0,GIBR,1
GIND1,"Gare d'Indre",,47.204926,-1.662553,,,0,GIND,1
GIND2,"Gare d'Indre",,47.205206,-1.663147,,,0,GIND,1
GIQU1,"Gicquelière",,47.258102,-1.458387,,,0,GIQU,1
GIQU2,"Gicquelière",,47.258148,-1.459117,,,0,GIQU,1
GLAU1,"Grillaud",,47.219707,-1.581876,,,0,GLAU,1
GLAU2,"Grillaud",,47.220286,-1.581582,,,0,GLAU,1
GLDE1,"Grande Lande",,47.192534,-1.497727,,,0,GLDE,2
GLDE2,"Grande Lande",,47.192222,-1.497554,,,0,GLDE,2
GLEI1,"Grolerie",,47.172696,-1.472360,,,0,GLEI,1
GLEI2,"Grolerie",,47.172838,-1.472482,,,0,GLEI,1
GLIE2,"Gilière",,47.299235,-1.553374,,,0,GLIE,1
GLIE3,"Gilière",,47.299807,-1.552784,,,0,GLIE,2
GLNE1,"Galarne",,47.208194,-1.530003,,,0,GLNE,1
GLNE2,"Galarne",,47.208186,-1.529702,,,0,GLNE,1
GLOU1,"Grange au Loup",,47.263786,-1.515469,,,0,GLOU,1
GLOU2,"Grange au Loup",,47.263646,-1.515689,,,0,GLOU,1
GMAR1,"Gare Maritime",,47.207075,-1.572917,,,0,GMAR,1
GMAR2,"Gare Maritime",,47.207066,-1.573381,,,0,GMAR,1
GMAR3,"Gare Maritime",,47.206878,-1.572747,,,0,GMAR,1
GMAR4,"Gare Maritime",,47.206227,-1.573423,,,0,GMAR,2
GMAR5,"Gare Maritime",,47.206381,-1.573553,,,0,GMAR,1
GMAR9,"Gare Maritime",,47.205926,-1.572742,,,0,GMAR,1
GMDR1,"Grimaudière",,47.293956,-1.545174,,,0,GMDR,2
GMDR2,"Grimaudière",,47.294419,-1.545340,,,0,GMDR,2
GMDR9,"Grimaudière",,47.292044,-1.535870,,,0,GMDR,1
GMOL1,"Guy Mollet",,47.249018,-1.553738,,,0,GMOL,1
GMOL2,"Guy Mollet",,47.249227,-1.554095,,,0,GMOL,1
GMOL3,"Guy Mollet",,47.249445,-1.555177,,,0,GMOL,2
GMTL1,"Germaine Tillion",,47.266203,-1.513101,,,0,GMTL,2
GMTL2,"Germaine Tillion",,47.266332,-1.513233,,,0,GMTL,2
GNRA1,"Greneraie",,47.199775,-1.533540,,,0,GNRA,1
GNRA2,"Greneraie",,47.199543,-1.533529,,,0,GNRA,1
GNRA3,"Greneraie",,47.199780,-1.534455,,,0,GNRA,1
GNRA4,"Greneraie",,47.199278,-1.533799,,,0,GNRA,1
GNRA5,"Greneraie",,47.199459,-1.532968,,,0,GNRA,1
GNRA6,"Greneraie",,47.199328,-1.532873,,,0,GNRA,1
GNRA7,"Greneraie",,47.199123,-1.533401,,,0,GNRA,1
GNRA8,"Greneraie",,47.199867,-1.533922,,,0,GNRA,2
GOBI2,"Gobinière",,47.249636,-1.586837,,,0,GOBI,1
GOBI3,"Gobinière",,47.249357,-1.587133,,,0,GOBI,1
GOLF1,"Golf",,47.236465,-1.604842,,,0,GOLF,2
GOLF2,"Golf",,47.236195,-1.604349,,,0,GOLF,2
GONI1,"Gournière",,47.268423,-1.549425,,,0,GONI,1
GONI2,"Gournière",,47.268264,-1.549444,,,0,GONI,1
GPOR1,"Grand Portail",,47.202280,-1.522954,,,0,GPOR,1
GPOR2,"Grand Portail",,47.201427,-1.523619,,,0,GPOR,1
GPRO1,"Gare de Pont Rousseau",,47.192960,-1.548866,,,0,GPRO,1
GPRO2,"Gare de Pont Rousseau",,47.193078,-1.549302,,,0,GPRO,1
GRAM1,"Grammoire",,47.183505,-1.472644,,,0,GRAM,2
GRAM2,"Grammoire",,47.183679,-1.473045,,,0,GRAM,2
GRCH1,"Grand Chemin",,47.197313,-1.784042,,,0,GRCH,2
GRCH2,"Grand Chemin",,47.197254,-1.783796,,,0,GRCH,2
GRE71,"Gare de l'État",,47.204746,-1.560314,,,0,GRET,2
GRET1,"Gare de l'État",,47.204002,-1.560178,,,0,GRET,1
GRET2,"Gare de l'État",,47.204693,-1.560057,,,0,GRET,2
GRIM1,"Grimm",,47.216655,-1.645467,,,0,GRIM,1
GRIM2,"Grimm",,47.216086,-1.646660,,,0,GRIM,1
GRIM3,"Grimm",,47.216111,-1.645528,,,0,GRIM,1
GRIM4,"Grimm",,47.217008,-1.646771,,,0,GRIM,1
GRMA1,"Grimau",,47.227768,-1.654463,,,0,GRMA,2
GRMA2,"Grimau",,47.228320,-1.654864,,,0,GRMA,2
GROR1,"Garenne",,47.265085,-1.627697,,,0,GROR,1
GROR2,"Garenne",,47.265194,-1.627479,,,0,GROR,1
GRPO1,"Gripots",,47.192322,-1.491757,,,0,GRPO,1
GRPO2,"Gripots",,47.192470,-1.491768,,,0,GRPO,1
GRTE1,"Garotterie",,47.225002,-1.606761,,,0,GRTE,1
GRTE2,"Garotterie",,47.224231,-1.606940,,,0,GRTE,2
GRVI1,"Guerivières",,47.205360,-1.467478,,,0,GRVI,2
GRVI2,"Guerivières",,47.205180,-1.467324,,,0,GRVI,2
GRZI1,"Grezillières",,47.214192,-1.478857,,,0,GRZI,1
GRZI2,"Grezillières",,47.214391,-1.478292,,,0,GRZI,1
GSAN1,"George Sand",,47.165785,-1.544928,,,0,GSAN,1
GSAN2,"George Sand",,47.165839,-1.545823,,,0,GSAN,1
GSEN1,"Grasse Noue",,47.280255,-1.581899,,,0,GSEN,2
GSEN2,"Grasse Noue",,47.280232,-1.581824,,,0,GSEN,2
GSIN1,"Grassinière",,47.165792,-1.507902,,,0,GSIN,2
GSIN2,"Grassinière",,47.165765,-1.508005,,,0,GSIN,2
GSNO1,"Gare Nord - Jardin des Plantes",,47.217843,-1.542299,,,0,GSNO,1
GSNO2,"Gare Nord - Jardin des Plantes",,47.217863,-1.542788,,,0,GSNO,1
GSSU3,"Gare Sud",,47.215932,-1.541769,,,0,GSSU,1
GSSU4,"Gare Sud",,47.215978,-1.542080,,,0,GSSU,1
GSSU5,"Gare Sud",,47.215553,-1.542228,,,0,GSSU,1
GTAE1,"Grootaers",,47.239667,-1.584649,,,0,GTAE,1
GTAE2,"Grootaers",,47.239378,-1.585073,,,0,GTAE,1
GTLA1,"Garettes - Landreau",,47.273201,-1.630800,,,0,GTLA,1
GTLA2,"Garettes - Landreau",,47.273088,-1.630567,,,0,GTLA,1
GTVE1,"Gaston Veil",,47.210003,-1.555772,,,0,GTVE,1
GTVE2,"Gaston Veil",,47.210148,-1.555611,,,0,GTVE,1
GULO3,"Guilloterie",,47.169869,-1.560421,,,0,GULO,1
GULO4,"Guilloterie",,47.170047,-1.560523,,,0,GULO,1
GURO2,"Gustave Roch",,47.204093,-1.551989,,,0,GURO,2
GURO3,"Gustave Roch",,47.203599,-1.552043,,,0,GURO,1
GVNO1,"Gare de Vertou Nord",,47.187004,-1.478317,,,0,GVNO,1
GVNO2,"Gare de Vertou Nord",,47.187100,-1.478505,,,0,GVNO,1
GVSU1,"Gare de Vertou Sud",,47.185624,-1.476653,,,0,GVSU,2
GVSU2,"Gare de Vertou Sud",,47.185902,-1.476616,,,0,GVSU,2
HAL98,"Haluchère - Batignolles",,47.249161,-1.523348,,,0,HALU,1
HALA1,"Haluchère - Batignolles",,47.248915,-1.522047,,,0,HALU,1
HALA2,"Haluchère - Batignolles",,47.249123,-1.522394,,,0,HALU,1
HALA4,"Haluchère - Batignolles",,47.249431,-1.522912,,,0,HALU,1
HALD1,"Haluchère - Batignolles",,47.249269,-1.523062,,,0,HALU,1
HALE2,"Haluchère - Batignolles",,47.248720,-1.522235,,,0,HALU,1
HALF1,"Haluchère - Batignolles",,47.249291,-1.523562,,,0,HALU,1
HALF2,"Haluchère - Batignolles",,47.249152,-1.523329,,,0,HALU,1
HALF3,"Haluchère - Batignolles",,47.248988,-1.523058,,,0,HALU,1
HALG1,"Haluchère - Batignolles",,47.248315,-1.522243,,,0,HALU,1
HARO1,"Harouys",,47.216900,-1.567005,,,0,HARO,2
HARO2,"Harouys",,47.216681,-1.567089,,,0,HARO,2
HAUB1,"Haubans",,47.214642,-1.530014,,,0,HAUB,1
HAUB2,"Haubans",,47.214414,-1.529956,,,0,HAUB,1
HAVE1,"Halvêque",,47.257442,-1.520309,,,0,HAVE,1
HAVE2,"Halvêque",,47.257218,-1.520553,,,0,HAVE,1
HAVE3,"Halvêque",,47.259467,-1.518743,,,0,HAVE,1
HAVE4,"Halvêque",,47.258910,-1.519487,,,0,HAVE,2
HBA99,"Hangar à Bananes",,47.200492,-1.572849,,,0,HBAN,1
HBAN1,"Hangar à Bananes",,47.200282,-1.573202,,,0,HBAN,1
HBAN2,"Hangar à Bananes",,47.200492,-1.572849,,,0,HBAN,1
HBAN9,"Hangar à Bananes",,47.199098,-1.572785,,,0,HBAN,1
HBDE1,"Halbarderie",,47.268317,-1.437994,,,0,HBDE,1
HBDE2,"Halbarderie",,47.268371,-1.438082,,,0,HBDE,1
HBLI1,"Hôpital Bellier",,47.221261,-1.524274,,,0,HBLI,1
HBLI2,"Hôpital Bellier",,47.221126,-1.524746,,,0,HBLI,1
HBRA1,"Herbray",,47.150227,-1.471033,,,0,HBRA,2
HBRA2,"Herbray",,47.150467,-1.471011,,,0,HBRA,2
HCOU1,"Hauts de Couëron",,47.240554,-1.669625,,,0,HCOU,2
HDIE1,"Haudrière",,47.154665,-1.467684,,,0,HDIE,2
HDIE2,"Haudrière",,47.154486,-1.467648,,,0,HDIE,2
HERM1,"Hermeland",,47.230539,-1.617279,,,0,HERM,1
HERM2,"Hermeland",,47.230668,-1.617187,,,0,HERM,2
HERM3,"Hermeland",,47.229705,-1.616666,,,0,HERM,1
HERM4,"Hermeland",,47.229988,-1.616808,,,0,HERM,1
HFLE1,"Hameau Fleuri",,47.251068,-1.589964,,,0,HFLE,1
HFLE2,"Hameau Fleuri",,47.251015,-1.589618,,,0,HFLE,1
HFVE1,"Haute Forêt",,47.168288,-1.465555,,,0,HFVE,1
HFVE2,"Haute Forêt",,47.167982,-1.465379,,,0,HFVE,1
